Tanggal,Hari,Minggu Ke,Status Minggu,Jumlah Roda 2,Jumlah Roda 4,Jumlah Total
2024-10-18,Jumat,146,Perkuliahan,1813,101,1914
2024-10-19,Sabtu,146,Libur,315,17,332
2024-10-20,Minggu,146,Libur,315,17,332
2024-10-21,Senin,147,Perkuliahan,1828,102,1930
2024-10-22,Selasa,147,Perkuliahan,1838,102,1940
2024-10-23,Rabu,147,Perkuliahan,1850,104,1954
2024-10-24,Kamis,147,Perkuliahan,1842,102,1944
2024-10-25,Jumat,147,Perkuliahan,1847,102,1949
2024-10-26,Sabtu,147,Libur,321,18,339
2024-10-27,Minggu,147,Libur,315,17,332
2024-10-28,Senin,148,Perkuliahan,1847,103,1950
2024-10-29,Selasa,148,Perkuliahan,1848,104,1952
2024-10-30,Rabu,148,Perkuliahan,1863,103,1966
2024-10-31,Kamis,148,Perkuliahan,1851,103,1954
2024-11-01,Jumat,148,Perkuliahan,1859,103,1962
2024-11-02,Sabtu,148,Libur,326,18,344
2024-11-03,Minggu,148,Libur,320,17,337
2024-11-04,Senin,149,Perkuliahan,1857,104,1961
2024-11-05,Selasa,149,Perkuliahan,1862,102,1964
2024-11-06,Rabu,149,Perkuliahan,1850,104,1954
2024-11-07,Kamis,149,Perkuliahan,1856,102,1958
2024-11-08,Jumat,149,Perkuliahan,1839,102,1941
2024-11-09,Sabtu,149,Libur,320,17,337
2024-11-10,Minggu,149,Libur,315,17,332
2024-11-11,Senin,150,Perkuliahan,1841,102,1943
2024-11-12,Selasa,150,Perkuliahan,1848,101,1949
2024-11-13,Rabu,150,Perkuliahan,1833,103,1936
2024-11-14,Kamis,150,Perkuliahan,1830,102,1932
2024-11-15,Jumat,150,Perkuliahan,1826,101,1927
2024-11-16,Sabtu,150,Libur,318,17,335
2024-11-17,Minggu,150,Libur,315,17,332
2024-11-18,Senin,151,Perkuliahan,1830,103,1933
2024-11-19,Selasa,151,Perkuliahan,1831,103,1934
2024-11-20,Rabu,151,Perkuliahan,1850,103,1953
2024-11-21,Kamis,151,Perkuliahan,1851,103,1954
2024-11-22,Jumat,151,Perkuliahan,1848,103,1951
2024-11-23,Sabtu,151,Libur,326,17,343
2024-11-24,Minggu,151,Libur,319,17,336
2024-11-25,Senin,152,Perkuliahan,1856,103,1959
2024-11-26,Selasa,152,Perkuliahan,1871,103,1974
2024-11-27,Rabu,152,Perkuliahan,1862,104,1966
2024-11-28,Kamis,152,Perkuliahan,1865,105,1970
2024-11-29,Jumat,152,Perkuliahan,1869,104,1973
2024-11-30,Sabtu,152,Libur,332,18,350
2024-12-01,Minggu,152,Libur,324,17,341
2024-12-02,Senin,153,Ujian,4059,226,4285
2024-12-03,Selasa,153,Ujian,4080,225,4305
2024-12-04,Rabu,153,Ujian,4072,225,4297
2024-12-05,Kamis,153,Ujian,4061,225,4286
2024-12-06,Jumat,153,Ujian,4067,224,4291
2024-12-07,Sabtu,153,Libur,328,18,346
2024-12-08,Minggu,153,Libur,318,17,335
2024-12-09,Senin,154,Ujian,4045,223,4268
2024-12-10,Selasa,154,Ujian,4043,225,4268
2024-12-11,Rabu,154,Ujian,4050,224,4274
2024-12-12,Kamis,154,Ujian,4039,223,4262
2024-12-13,Jumat,154,Ujian,4050,223,4273
2024-12-14,Sabtu,154,Libur,323,17,340
2024-12-15,Minggu,154,Libur,315,17,332
2024-12-16,Senin,155,Ujian,4047,224,4271
2024-12-17,Selasa,155,Ujian,4048,224,4272
2024-12-18,Rabu,155,Ujian,4066,224,4290
2024-12-19,Kamis,155,Ujian,4056,224,4280
2024-12-20,Jumat,155,Ujian,4045,225,4270
2024-12-21,Sabtu,155,Libur,327,18,345
2024-12-22,Minggu,155,Libur,320,18,338
2024-12-23,Senin,156,Ujian,4057,225,4282
2024-12-24,Selasa,156,Ujian,4076,225,4301
2024-12-25,Rabu,156,Ujian,4073,227,4300
2024-12-26,Kamis,156,Ujian,4091,227,4318
2024-12-27,Jumat,156,Ujian,4078,226,4304
2024-12-28,Sabtu,156,Libur,335,19,354
2024-12-29,Minggu,156,Libur,325,18,343
2024-12-30,Senin,157,Ujian,4086,227,4313
2024-12-31,Selasa,157,Ujian,4091,228,4319
2025-01-03,Jumat,157,Libur Akademik,390,22,412
2025-01-04,Sabtu,157,Libur,334,19,353
2025-01-05,Minggu,157,Libur,322,18,340
2025-01-06,Senin,158,Libur Akademik,380,22,402
2025-01-07,Selasa,158,Libur Akademik,389,22,411
2025-01-08,Rabu,158,Libur Akademik,394,23,417
2025-01-09,Kamis,158,Libur Akademik,393,22,415
2025-01-10,Jumat,158,Libur Akademik,385,21,406
2025-01-11,Sabtu,158,Libur,328,18,346
2025-01-12,Minggu,158,Libur,321,17,338
2025-01-13,Senin,159,Libur Akademik,375,22,397
2025-01-14,Selasa,159,Libur Akademik,387,22,409
2025-01-15,Rabu,159,Libur Akademik,387,22,409
2025-01-16,Kamis,159,Libur Akademik,388,22,410
2025-01-17,Jumat,159,Libur Akademik,381,22,403
2025-01-18,Sabtu,159,Libur,326,18,344
2025-01-19,Minggu,159,Libur,321,18,339
2025-01-20,Senin,160,Libur Akademik,381,22,403
2025-01-21,Selasa,160,Libur Akademik,393,22,415
2025-01-22,Rabu,160,Libur Akademik,393,23,416
2025-01-23,Kamis,160,Libur Akademik,395,22,417
2025-01-24,Jumat,160,Libur Akademik,389,22,411
2025-01-25,Sabtu,160,Libur,334,19,353
2025-01-26,Minggu,160,Libur,326,19,345
2025-01-27,Senin,161,Libur Akademik,388,23,411
2025-01-28,Selasa,161,Libur Akademik,400,23,423
2025-01-29,Rabu,161,Libur Akademik,403,23,426
2025-01-30,Kamis,161,Libur Akademik,404,23,427
2025-01-31,Jumat,161,Libur Akademik,391,23,414
2025-02-01,Sabtu,161,Libur,338,19,357
2025-02-02,Minggu,161,Libur,333,19,352
2025-02-03,Senin,162,Libur Akademik,392,23,415
2025-02-04,Selasa,162,Libur Akademik,401,23,424
2025-02-05,Rabu,162,Libur Akademik,399,23,422
2025-02-06,Kamis,162,Libur Akademik,401,23,424
2025-02-07,Jumat,162,Libur Akademik,388,22,410
2025-02-08,Sabtu,162,Libur,339,19,358
2025-02-09,Minggu,162,Libur,326,18,344
2025-02-10,Senin,163,Libur Akademik,387,22,409
2025-02-11,Selasa,163,Libur Akademik,392,23,415
2025-02-12,Rabu,163,Libur Akademik,394,23,417
2025-02-13,Kamis,163,Libur Akademik,389,23,412
2025-02-14,Jumat,163,Libur Akademik,384,22,406
2025-02-15,Sabtu,163,Libur,332,18,350
2025-02-16,Minggu,163,Libur,321,18,339
2025-02-17,Senin,164,Libur Akademik,384,22,406
2025-02-18,Selasa,164,Libur Akademik,393,23,416
2025-02-19,Rabu,164,Libur Akademik,394,23,417
2025-02-20,Kamis,164,Libur Akademik,394,23,417
2025-02-21,Jumat,164,Libur Akademik,385,22,407
2025-02-22,Sabtu,164,Libur,340,19,359
2025-02-23,Minggu,164,Libur,333,18,351
2025-02-24,Senin,165,Libur Akademik,393,23,416
2025-02-25,Selasa,165,Libur Akademik,398,23,421
2025-02-26,Rabu,165,Libur Akademik,404,23,427
2025-02-27,Kamis,165,Libur Akademik,399,23,422
2025-02-28,Jumat,165,Libur Akademik,397,23,420
2025-03-01,Sabtu,165,Libur,341,20,361
2025-03-02,Minggu,165,Libur,334,19,353
2025-03-03,Senin,166,Perkuliahan,1914,107,2021
2025-03-04,Selasa,166,Perkuliahan,1916,108,2024
2025-03-05,Rabu,166,Perkuliahan,1926,107,2033
2025-03-06,Kamis,166,Perkuliahan,1922,107,2029
2025-03-07,Jumat,166,Perkuliahan,1902,107,2009
2025-03-08,Sabtu,166,Libur,342,19,361
2025-03-09,Minggu,166,Libur,332,18,350
2025-03-10,Senin,167,Perkuliahan,1897,107,2004
2025-03-11,Selasa,167,Perkuliahan,1891,106,1997
2025-03-12,Rabu,167,Perkuliahan,1904,106,2010
2025-03-13,Kamis,167,Perkuliahan,1897,105,2002
2025-03-14,Jumat,167,Perkuliahan,1892,105,1997
2025-03-15,Sabtu,167,Libur,332,19,351
2025-03-16,Minggu,167,Libur,330,18,348
2025-03-17,Senin,168,Perkuliahan,1880,105,1985
2025-03-18,Selasa,168,Perkuliahan,1890,106,1996
2025-03-19,Rabu,168,Perkuliahan,1897,106,2003
2025-03-20,Kamis,168,Perkuliahan,1903,106,2009
2025-03-21,Jumat,168,Perkuliahan,1909,107,2016
2025-03-22,Sabtu,168,Libur,335,19,354
2025-03-23,Minggu,168,Libur,332,19,351
2025-03-24,Senin,169,Perkuliahan,1917,107,2024
2025-03-25,Selasa,169,Perkuliahan,1920,108,2028
2025-03-26,Rabu,169,Perkuliahan,1931,109,2040
2025-03-27,Kamis,169,Perkuliahan,1928,107,2035
2025-03-28,Jumat,169,Perkuliahan,1913,107,2020
2025-03-29,Sabtu,169,Libur,347,20,367
2025-03-30,Minggu,169,Libur,334,19,353
2025-03-31,Senin,170,Perkuliahan,1919,108,2027
2025-04-01,Selasa,170,Perkuliahan,1921,107,2028
2025-04-02,Rabu,170,Perkuliahan,1927,108,2035
2025-04-03,Kamis,170,Perkuliahan,1932,107,2039
2025-04-04,Jumat,170,Perkuliahan,1909,107,2016
2025-04-05,Sabtu,170,Libur,345,19,364
2025-04-06,Minggu,170,Libur,337,18,355
2025-04-07,Senin,171,Perkuliahan,1910,107,2017
2025-04-08,Selasa,171,Perkuliahan,1908,107,2015
2025-04-09,Rabu,171,Perkuliahan,1902,107,2009
2025-04-10,Kamis,171,Perkuliahan,1899,106,2005
2025-04-11,Jumat,171,Perkuliahan,1898,105,2003
2025-04-12,Sabtu,171,Libur,336,19,355
2025-04-13,Minggu,171,Libur,331,18,349
2025-04-14,Senin,172,Perkuliahan,1886,105,1991
2025-04-15,Selasa,172,Perkuliahan,1893,106,1999
2025-04-16,Rabu,172,Perkuliahan,1896,106,2002
2025-04-17,Kamis,172,Perkuliahan,1890,106,1996
2025-04-18,Jumat,172,Perkuliahan,1895,106,2001
2025-04-19,Sabtu,172,Libur,333,19,352
2025-04-20,Minggu,172,Libur,331,18,349
2025-04-21,Senin,173,Perkuliahan,1907,107,2014
2025-04-22,Selasa,173,Perkuliahan,1900,106,2006
2025-04-23,Rabu,173,Perkuliahan,1908,107,2015
2025-04-24,Kamis,173,Perkuliahan,1909,107,2016
2025-04-25,Jumat,173,Perkuliahan,1908,107,2015
2025-04-26,Sabtu,173,Libur,339,19,358
2025-04-27,Minggu,173,Libur,334,19,353
2025-04-28,Senin,174,Perkuliahan,1906,107,2013
2025-04-29,Selasa,174,Perkuliahan,1926,108,2034
2025-04-30,Rabu,174,Perkuliahan,1934,108,2042
2025-05-01,Kamis,174,Perkuliahan,1925,108,2033
2025-05-02,Jumat,174,Perkuliahan,1908,107,2015
2025-05-03,Sabtu,174,Libur,343,20,363
2025-05-04,Minggu,174,Libur,337,19,356
2025-05-05,Senin,175,Perkuliahan,1907,107,2014
2025-05-06,Selasa,175,Perkuliahan,1912,107,2019
2025-05-07,Rabu,175,Perkuliahan,1914,107,2021
2025-05-08,Kamis,175,Perkuliahan,1911,105,2016
2025-05-09,Jumat,175,Perkuliahan,1891,105,1996
2025-05-10,Sabtu,175,Libur,338,19,357
2025-05-11,Minggu,175,Libur,330,18,348
2025-05-12,Senin,176,Perkuliahan,1877,105,1982
2025-05-13,Selasa,176,Perkuliahan,1893,106,1999
2025-05-14,Rabu,176,Perkuliahan,1896,105,2001
2025-05-15,Kamis,176,Perkuliahan,1898,105,2003
2025-05-16,Jumat,176,Perkuliahan,1882,105,1987
2025-05-17,Sabtu,176,Libur,330,18,348
2025-05-18,Minggu,176,Libur,323,18,341
2025-05-19,Senin,177,Perkuliahan,1881,106,1987
2025-05-20,Selasa,177,Perkuliahan,1890,105,1995
2025-05-21,Rabu,177,Perkuliahan,1901,105,2006
2025-05-22,Kamis,177,Perkuliahan,1889,107,1996
2025-05-23,Jumat,177,Perkuliahan,1884,106,1990
2025-05-24,Sabtu,177,Libur,333,19,352
2025-05-25,Minggu,177,Libur,327,18,345
2025-05-26,Senin,178,Perkuliahan,1897,107,2004
2025-05-27,Selasa,178,Perkuliahan,1907,107,2014
2025-05-28,Rabu,178,Perkuliahan,1908,107,2015
2025-05-29,Kamis,178,Perkuliahan,1901,107,2008
2025-05-30,Jumat,178,Perkuliahan,1910,106,2016
2025-05-31,Sabtu,178,Libur,339,19,358
2025-06-01,Minggu,178,Libur,333,19,352
2025-06-02,Senin,179,Ujian,4133,228,4361
2025-06-03,Selasa,179,Ujian,4118,228,4346
2025-06-04,Rabu,179,Ujian,4137,228,4365
2025-06-05,Kamis,179,Ujian,4107,229,4336
2025-06-06,Jumat,179,Ujian,4117,227,4344
2025-06-07,Sabtu,179,Libur,332,19,351
2025-06-08,Minggu,179,Libur,326,18,344
2025-06-09,Senin,180,Ujian,4085,227,4312
2025-06-10,Selasa,180,Ujian,4081,227,4308
2025-06-11,Rabu,180,Ujian,4076,227,4303
2025-06-12,Kamis,180,Ujian,4081,227,4308
2025-06-13,Jumat,180,Ujian,4081,226,4307
2025-06-14,Sabtu,180,Libur,328,18,346
2025-06-15,Minggu,180,Libur,317,17,334
2025-06-16,Senin,181,Ujian,4081,225,4306
2025-06-17,Selasa,181,Ujian,4062,226,4288
2025-06-18,Rabu,181,Ujian,4068,225,4293
2025-06-19,Kamis,181,Ujian,4071,227,4298
2025-06-20,Jumat,181,Ujian,4082,225,4307
2025-06-21,Sabtu,181,Libur,333,18,351
2025-06-22,Minggu,181,Libur,320,18,338
2025-06-23,Senin,182,Ujian,4099,226,4325
2025-06-24,Selasa,182,Ujian,4081,227,4308
2025-06-25,Rabu,182,Ujian,4108,226,4334
2025-06-26,Kamis,182,Ujian,4090,226,4316
2025-06-27,Jumat,182,Ujian,4084,226,4310
2025-06-28,Sabtu,182,Libur,332,19,351
2025-06-29,Minggu,182,Libur,325,18,343
2025-06-30,Senin,183,Ujian,4096,228,4324
2025-07-01,Selasa,183,Ujian,4095,227,4322
2025-07-02,Rabu,183,Ujian,4116,227,4343
2025-07-03,Kamis,183,Ujian,4106,228,4334
2025-07-04,Jumat,183,Ujian,4097,225,4322
2025-07-05,Sabtu,183,Libur,331,18,349
2025-07-06,Minggu,183,Libur,321,18,339
2025-07-07,Senin,184,Ujian,4060,225,4285
2025-07-08,Selasa,184,Ujian,4086,225,4311
2025-07-09,Rabu,184,Ujian,4084,225,4309
2025-07-10,Kamis,184,Ujian,4058,224,4282
2025-07-11,Jumat,184,Ujian,4041,225,4266
2025-07-12,Sabtu,184,Libur,325,18,343
2025-07-13,Minggu,184,Libur,317,17,334
2025-07-14,Senin,185,Ujian,4040,224,4264
2025-07-15,Selasa,185,Ujian,4050,225,4275
2025-07-16,Rabu,185,Ujian,4045,225,4270
2025-07-17,Kamis,185,Ujian,4037,224,4261
2025-07-18,Jumat,185,Ujian,4056,223,4279
2025-07-19,Sabtu,185,Libur,323,18,341
2025-07-20,Minggu,185,Libur,318,17,335
2025-07-21,Senin,186,Ujian,4060,225,4285
2025-07-22,Selasa,186,Ujian,4056,224,4280
2025-07-23,Rabu,186,Ujian,4057,226,4283
2025-07-24,Kamis,186,Ujian,4060,224,4284
2025-07-25,Jumat,186,Ujian,4053,225,4278
2025-07-26,Sabtu,186,Libur,328,18,346
2025-07-27,Minggu,186,Libur,320,18,338
2025-07-28,Senin,187,Ujian,4065,226,4291
2025-07-29,Selasa,187,Ujian,4065,225,4290
2025-07-30,Rabu,187,Ujian,4067,227,4294
2025-07-31,Kamis,187,Ujian,4075,226,4301
2025-08-01,Jumat,187,Libur Akademik,383,22,405
2025-08-02,Sabtu,187,Libur,332,18,350
2025-08-03,Minggu,187,Libur,320,17,337
2025-08-04,Senin,188,Libur Akademik,378,21,399
2025-08-05,Selasa,188,Libur Akademik,386,22,408
2025-08-06,Rabu,188,Libur Akademik,388,22,410
2025-08-07,Kamis,188,Libur Akademik,389,21,410
2025-08-08,Jumat,188,Libur Akademik,378,21,399
2025-08-09,Sabtu,188,Libur,326,17,343
2025-08-10,Minggu,188,Libur,315,17,332
2025-08-11,Senin,189,Libur Akademik,372,21,393
2025-08-12,Selasa,189,Libur Akademik,380,21,401
2025-08-13,Rabu,189,Libur Akademik,381,22,403
2025-08-14,Kamis,189,Libur Akademik,379,21,400
2025-08-15,Jumat,189,Libur Akademik,367,21,388
2025-08-16,Sabtu,189,Libur,318,17,335
2025-08-17,Minggu,189,Libur,315,17,332
2025-08-18,Senin,190,Libur Akademik,371,20,391
2025-08-19,Selasa,190,Libur Akademik,375,21,396
2025-08-20,Rabu,190,Libur Akademik,382,21,403
2025-08-21,Kamis,190,Libur Akademik,384,21,405
2025-08-22,Jumat,190,Libur Akademik,374,21,395
2025-08-23,Sabtu,190,Libur,326,17,343
2025-08-24,Minggu,190,Libur,317,17,334
2025-08-25,Senin,191,Libur Akademik,374,21,395
2025-08-26,Selasa,191,Libur Akademik,385,22,407
2025-08-27,Rabu,191,Libur Akademik,384,22,406
2025-08-28,Kamis,191,Libur Akademik,388,22,410
2025-08-29,Jumat,191,Libur Akademik,375,21,396
2025-08-30,Sabtu,191,Libur,323,18,341
2025-08-31,Minggu,191,Libur,318,17,335
2025-09-01,Senin,192,Perkuliahan,1857,104,1961
2025-09-02,Selasa,192,Perkuliahan,1869,104,1973
2025-09-03,Rabu,192,Perkuliahan,1857,103,1960
2025-09-04,Kamis,192,Perkuliahan,1859,102,1961
2025-09-05,Jumat,192,Perkuliahan,1836,102,1938
2025-09-06,Sabtu,192,Libur,320,18,338
2025-09-07,Minggu,192,Libur,315,17,332
2025-09-08,Senin,193,Perkuliahan,1831,102,1933
2025-09-09,Selasa,193,Perkuliahan,1851,102,1953
2025-09-10,Rabu,193,Perkuliahan,1837,103,1940
2025-09-11,Kamis,193,Perkuliahan,1836,102,1938
2025-09-12,Jumat,193,Perkuliahan,1828,101,1929
2025-09-13,Sabtu,193,Libur,315,17,332
2025-09-14,Minggu,193,Libur,315,17,332
2025-09-15,Senin,194,Perkuliahan,1814,101,1915
2025-09-16,Selasa,194,Perkuliahan,1820,102,1922
2025-09-17,Rabu,194,Perkuliahan,1826,102,1928
2025-09-18,Kamis,194,Perkuliahan,1839,102,1941
2025-09-19,Jumat,194,Perkuliahan,1826,101,1927
2025-09-20,Sabtu,194,Libur,316,17,333
2025-09-21,Minggu,194,Libur,315,17,332
2025-09-22,Senin,195,Perkuliahan,1825,102,1927
2025-09-23,Selasa,195,Perkuliahan,1833,102,1935
2025-09-24,Rabu,195,Perkuliahan,1847,102,1949
2025-09-25,Kamis,195,Perkuliahan,1847,102,1949
2025-09-26,Jumat,195,Perkuliahan,1840,103,1943
2025-09-27,Sabtu,195,Libur,327,17,344
2025-09-28,Minggu,195,Libur,315,17,332
2025-09-29,Senin,196,Perkuliahan,1847,104,1951
2025-09-30,Selasa,196,Perkuliahan,1858,104,1962
2025-10-01,Rabu,196,Perkuliahan,1859,103,1962
2025-10-02,Kamis,196,Perkuliahan,1857,104,1961
2025-10-03,Jumat,196,Perkuliahan,1848,103,1951
2025-10-04,Sabtu,196,Libur,322,17,339
2025-10-05,Minggu,196,Libur,315,17,332
2025-10-06,Senin,197,Perkuliahan,1834,102,1936
2025-10-07,Selasa,197,Perkuliahan,1850,103,1953
2025-10-08,Rabu,197,Perkuliahan,1849,103,1952
2025-10-09,Kamis,197,Perkuliahan,1830,103,1933
2025-10-10,Jumat,197,Perkuliahan,1825,101,1926
2025-10-11,Sabtu,197,Libur,315,17,332
2025-10-12,Minggu,197,Libur,315,17,332
2025-10-13,Senin,198,Perkuliahan,1831,102,1933
2025-10-14,Selasa,198,Perkuliahan,1835,102,1937
2025-10-15,Rabu,198,Perkuliahan,1836,102,1938
2025-10-16,Kamis,198,Perkuliahan,1839,101,1940
2025-10-17,Jumat,198,Perkuliahan,1817,102,1919
2025-10-18,Sabtu,198,Libur,315,17,332
2025-10-19,Minggu,198,Libur,315,17,332
2025-10-20,Senin,199,Perkuliahan,1835,101,1936
2025-10-21,Selasa,199,Perkuliahan,1839,102,1941
2025-10-22,Rabu,199,Perkuliahan,1844,102,1946
2025-10-23,Kamis,199,Perkuliahan,1851,103,1954
2025-10-24,Jumat,199,Perkuliahan,1837,102,1939
2025-10-25,Sabtu,199,Libur,322,18,340
2025-10-26,Minggu,199,Libur,315,17,332
2025-10-27,Senin,200,Perkuliahan,1851,103,1954
2025-10-28,Selasa,200,Perkuliahan,1858,103,1961
2025-10-29,Rabu,200,Perkuliahan,1854,104,1958
2025-10-30,Kamis,200,Perkuliahan,1863,103,1966
2025-10-31,Jumat,200,Perkuliahan,1846,103,1949
2025-11-01,Sabtu,200,Libur,326,18,344
2025-11-02,Minggu,200,Libur,319,17,336
2025-11-03,Senin,201,Perkuliahan,1843,103,1946
2025-11-04,Selasa,201,Perkuliahan,1868,104,1972
2025-11-05,Rabu,201,Perkuliahan,1869,103,1972
2025-11-06,Kamis,201,Perkuliahan,1851,104,1955
2025-11-07,Jumat,201,Perkuliahan,1851,102,1953
2025-11-08,Sabtu,201,Libur,324,17,341
2025-11-09,Minggu,201,Libur,315,17,332
2025-11-10,Senin,202,Perkuliahan,1844,102,1946
2025-11-11,Selasa,202,Perkuliahan,1851,103,1954
2025-11-12,Rabu,202,Perkuliahan,1854,102,1956
2025-11-13,Kamis,202,Perkuliahan,1833,103,1936
2025-11-14,Jumat,202,Perkuliahan,1825,102,1927
2025-11-15,Sabtu,202,Libur,321,17,338
2025-11-16,Minggu,202,Libur,315,17,332
2025-11-17,Senin,203,Perkuliahan,1832,101,1933
2025-11-18,Selasa,203,Perkuliahan,1840,103,1943
2025-11-19,Rabu,203,Perkuliahan,1838,104,1942
2025-11-20,Kamis,203,Perkuliahan,1850,103,1953
2025-11-21,Jumat,203,Perkuliahan,1845,103,1948
2025-11-22,Sabtu,203,Libur,326,17,343
2025-11-23,Minggu,203,Libur,319,17,336
2025-11-24,Senin,204,Perkuliahan,1854,103,1957
2025-11-25,Selasa,204,Perkuliahan,1867,103,1970
2025-11-26,Rabu,204,Perkuliahan,1877,104,1981
2025-11-27,Kamis,204,Perkuliahan,1862,103,1965
2025-11-28,Jumat,204,Perkuliahan,1860,104,1964
2025-11-29,Sabtu,204,Libur,332,18,350
2025-11-30,Minggu,204,Libur,325,18,343
2025-12-01,Senin,205,Ujian,4079,226,4305
2025-12-02,Selasa,205,Ujian,4071,227,4298
2025-12-03,Rabu,205,Ujian,4088,225,4313
2025-12-04,Kamis,205,Ujian,4075,225,4300
2025-12-05,Jumat,205,Ujian,4058,225,4283
2025-12-06,Sabtu,205,Libur,326,18,344
2025-12-07,Minggu,205,Libur,321,18,339
2025-12-08,Senin,206,Ujian,4045,225,4270
2025-12-09,Selasa,206,Ujian,4057,224,4281
2025-12-10,Rabu,206,Ujian,4051,225,4276
2025-12-11,Kamis,206,Ujian,4052,224,4276
2025-12-12,Jumat,206,Ujian,4035,223,4258
2025-12-13,Sabtu,206,Libur,323,17,340
2025-12-14,Minggu,206,Libur,316,17,333
2025-12-15,Senin,207,Ujian,4053,225,4278
2025-12-16,Selasa,207,Ujian,4059,225,4284
2025-12-17,Rabu,207,Ujian,4056,224,4280
2025-12-18,Kamis,207,Ujian,4068,224,4292
2025-12-19,Jumat,207,Ujian,4052,224,4276
2025-12-20,Sabtu,207,Libur,323,18,341
2025-12-21,Minggu,207,Libur,320,17,337
2025-12-22,Senin,208,Ujian,4071,226,4297
2025-12-23,Selasa,208,Ujian,4069,226,4295
2025-12-24,Rabu,208,Ujian,4084,226,4310
2025-12-25,Kamis,208,Ujian,4075,227,4302
2025-12-26,Jumat,208,Ujian,4087,227,4314
2025-12-27,Sabtu,208,Libur,334,18,352
2025-12-28,Minggu,208,Libur,328,18,346
2025-12-29,Senin,209,Ujian,4084,226,4310
2025-12-30,Selasa,209,Ujian,4098,228,4326
2025-12-31,Rabu,209,Ujian,4099,228,4327
